,Octave,MIDI Note,Note,time,value
289096,6,72,C,2258,0.13195399476288838
289097,6,73,C#,2258,0.21271054193537897
289101,6,77,F,2258,0.17566187383223103
289102,6,78,F#,2258,0.21490053835914244
289103,6,79,G,2258,0.21786725772158666
289104,6,80,G#,2258,0.11574621422391586
289109,7,85,C#,2258,0.10158595962527063
289219,5,67,G,2259,0.10627249420080982
289229,6,77,F,2259,0.15009703561234294
289230,6,78,F#,2259,0.1258423789200563
289231,6,79,G,2259,0.11809968738712454
289232,6,80,G#,2259,0.10491502834331365
289233,6,81,A,2259,0.10578811728013954
289234,6,82,A#,2259,0.1449989314432978
289235,6,83,B,2259,0.1282954393665548
289349,5,69,A,2260,0.10244999457003803
289354,6,74,D,2260,0.1204995649640648
289367,7,87,D#,2260,0.14130960480357185
289369,7,89,F,2260,0.1234391319128003
289463,4,55,G,2261,0.11420300423276873
289464,4,56,G#,2261,0.13068728411543853
289465,4,57,A,2261,0.14161593165354341
289466,4,58,A#,2261,0.14616231196264443
289467,4,59,B,2261,0.11710962379938233
289474,5,66,F#,2261,0.13976105951366286
289475,5,67,G,2261,0.14016206302207093
289480,6,72,C,2261,0.18213157805903055
289481,6,73,C#,2261,0.282842117042233
289482,6,74,D,2261,0.2770768732126596
289483,6,75,D#,2261,0.13812062598011546
289485,6,77,F,2261,0.12332929884005268
289486,6,78,F#,2261,0.10432769625714182
289487,6,79,G,2261,0.10839935213358667
289488,6,80,G#,2261,0.10256734403068098
289492,7,84,C,2261,0.11605836841210652
289493,7,85,C#,2261,0.17559859918063506
289494,7,86,D,2261,0.1714971370492577
289499,7,91,G,2261,0.14987297197885113
289590,4,54,F#,2262,0.13295041493346443
289591,4,55,G,2262,0.1395036491791286
289594,4,58,A#,2262,0.11389112784546765
289602,5,66,F#,2262,0.17209865102320065
289603,5,67,G,2262,0.1617387119812611
289609,6,73,C#,2262,0.11912864573873748
289625,7,89,F,2262,0.13566770279139545
289626,7,90,F#,2262,0.11684119650594513
289634,8,98,D,2262,0.10523916605710357
289635,8,99,D#,2262,0.10666559339266049
289718,4,54,F#,2263,0.18053132913388925
289719,4,55,G,2263,0.15305035589272134
289722,4,58,A#,2263,0.11477906638281495
289723,4,59,B,2263,0.1281559644303089
289730,5,66,F#,2263,0.11515047773725093
289731,5,67,G,2263,0.13238382640394747
289734,5,70,A#,2263,0.10071723020966927
289735,5,71,B,2263,0.14030137118776145
289736,6,72,C,2263,0.17475165928989486
289737,6,73,C#,2263,0.12670551318537043
289742,6,78,F#,2263,0.13749609702427626
289743,6,79,G,2263,0.17194033138544956
289744,6,80,G#,2263,0.1110865871401202
289747,6,83,B,2263,0.10065555734717256
289846,4,54,F#,2264,0.21175326248796345
289847,4,55,G,2264,0.21554974649745184
289850,4,58,A#,2264,0.1952005503924899
289851,4,59,B,2264,0.14834420552158956
289858,5,66,F#,2264,0.16242882068376965
289864,6,72,C,2264,0.1657020767454385
289865,6,73,C#,2264,0.25693055946607296
289866,6,74,D,2264,0.18077772304709766
289870,6,78,F#,2264,0.14251654498693878
289871,6,79,G,2264,0.2431347781291569
289872,6,80,G#,2264,0.1000882911771663
289881,7,89,F,2264,0.10060171628696023
289882,7,90,F#,2264,0.1072662530285438
289974,4,54,F#,2265,0.22982482169836774
289975,4,55,G,2265,0.2223136340418257
289978,4,58,A#,2265,0.24952059561279052
289979,4,59,B,2265,0.21510958030347616
289986,5,66,F#,2265,0.2502388006398826
289987,5,67,G,2265,0.3116437420402757
289988,5,68,G#,2265,0.13363379902614472
289992,6,72,C,2265,0.11555545911163317
289993,6,73,C#,2265,0.268921768209225
289994,6,74,D,2265,0.19176482628628488
289996,6,76,E,2265,0.10595966847719039
289997,6,77,F,2265,0.11993482799940877
289998,6,78,F#,2265,0.17108467040500155
290102,4,54,F#,2266,0.22895041433409952
290103,4,55,G,2266,0.2125449167311281
290106,4,58,A#,2266,0.28820690394798787
290107,4,59,B,2266,0.2681807448558606
290114,5,66,F#,2266,0.2532563539312251
290115,5,67,G,2266,0.24657810217988535
290117,5,69,A,2266,0.10530892779325993
290119,5,71,B,2266,0.11547908920171408
290121,6,73,C#,2266,0.22505586043000256
290122,6,74,D,2266,0.16405319823777934
290123,6,75,D#,2266,0.10706288909346
290124,6,76,E,2266,0.15871707642221128
290125,6,77,F,2266,0.1219494296136259
290126,6,78,F#,2266,0.16025627035533402
290127,6,79,G,2266,0.15679628236096121
290230,4,54,F#,2267,0.20914648343932252
290231,4,55,G,2267,0.2154413100433108
290232,4,56,G#,2267,0.10293328998010715
290233,4,57,A,2267,0.11890182868752407
290234,4,58,A#,2267,0.35746023260892
290235,4,59,B,2267,0.3690364455824983
290236,5,60,C,2267,0.11376937076856684
290241,5,65,F,2267,0.164860007678449
290242,5,66,F#,2267,0.2242814611068277
290243,5,67,G,2267,0.1014183915955855
290245,5,69,A,2267,0.14344305029518015
290246,5,70,A#,2267,0.21134490889185217
290247,5,71,B,2267,0.17106605292778587
290249,6,73,C#,2267,0.149190975809371
290250,6,74,D,2267,0.1236569423516509
290251,6,75,D#,2267,0.11444072525251762
290253,6,77,F,2267,0.15622094337509057
290254,6,78,F#,2267,0.1920112326694352
290255,6,79,G,2267,0.18151830873623365
290258,6,82,A#,2267,0.14389544326256754
290269,7,93,A,2267,0.11139609907425545
290270,7,94,A#,2267,0.1320188348573303
290271,7,95,B,2267,0.1040420650871509
290358,4,54,F#,2268,0.13940003967403955
290359,4,55,G,2268,0.15269107600802964
290360,4,56,G#,2268,0.12224451877780468
290362,4,58,A#,2268,0.35584055451255364
290363,4,59,B,2268,0.382639875435595
290364,5,60,C,2268,0.20126827337552372
290365,5,61,C#,2268,0.22688935268463256
290366,5,62,D,2268,0.2693678457102805
290367,5,63,D#,2268,0.15001004945951368
290368,5,64,E,2268,0.16593534391413622
290369,5,65,F,2268,0.11178864790969278
290370,5,66,F#,2268,0.16626889808449669
290371,5,67,G,2268,0.18757809995848684
290372,5,68,G#,2268,0.15281542686919194
290373,5,69,A,2268,0.18747928872691128
290374,5,70,A#,2268,0.22184718664393133
290375,5,71,B,2268,0.16691695405073248
290377,6,73,C#,2268,0.13443171873961432
290378,6,74,D,2268,0.11853780414539515
290380,6,76,E,2268,0.16639401625359784
290381,6,77,F,2268,0.19173301645957758
290382,6,78,F#,2268,0.19332722709241518
290383,6,79,G,2268,0.15462894973302663
290388,7,84,C,2268,0.13849151813275642
290389,7,85,C#,2268,0.12585123691851544
290399,7,95,B,2268,0.10653846318375149
290489,4,57,A,2269,0.10353692009183246
290490,4,58,A#,2269,0.34069558780417286
290491,4,59,B,2269,0.28442688233422725
290493,5,61,C#,2269,0.10314776303473673
290494,5,62,D,2269,0.2710274664416707
290495,5,63,D#,2269,0.4052576516699686
290496,5,64,E,2269,0.33181154626861487
290497,5,65,F,2269,0.12901815508781472
290501,5,69,A,2269,0.17176244960410483
290502,5,70,A#,2269,0.17191120138440766
290505,6,73,C#,2269,0.1283009007746827
290517,7,85,C#,2269,0.11539535199845086
290518,7,86,D,2269,0.13087064406227455
290520,7,88,E,2269,0.143089527534358
290521,7,89,F,2269,0.1332752174802416
290618,4,58,A#,2270,0.31386251762931355
290619,4,59,B,2270,0.296994418034999
290623,5,63,D#,2270,0.22070284477244506
290624,5,64,E,2270,0.18929206526491704
290630,5,70,A#,2270,0.10316360736251107
290637,6,77,F,2270,0.12915518262455988
290638,6,78,F#,2270,0.10777340867814805
290746,4,58,A#,2271,0.2934752581085485
290747,4,59,B,2271,0.2935339278885532
290750,5,62,D,2271,0.10373947431081985
290751,5,63,D#,2271,0.25589196423355853
290752,5,64,E,2271,0.23335387160855925
290758,5,70,A#,2271,0.13224321918458906
290759,5,71,B,2271,0.20257045235963278
290760,6,72,C,2271,0.1630823642371312
290761,6,73,C#,2271,0.11626503921112832
290874,4,58,A#,2272,0.27471684774960875
290875,4,59,B,2272,0.2623883139996208
290879,5,63,D#,2272,0.31308017864645354
290880,5,64,E,2272,0.2532337363464873
290884,5,68,G#,2272,0.10237897830511851
290885,5,69,A,2272,0.12747622056610072
290886,5,70,A#,2272,0.1715402041083286
290887,5,71,B,2272,0.13381310401777205
290888,6,72,C,2272,0.18167978656614206
290889,6,73,C#,2272,0.14966132046035338
290895,6,79,G,2272,0.12025170227327346
290896,6,80,G#,2272,0.11035970297231384
290897,6,81,A,2272,0.10754569273209748
290900,7,84,C,2272,0.11704731628486238
291002,4,58,A#,2273,0.2302900977330371
291003,4,59,B,2273,0.20378270122001912
291007,5,63,D#,2273,0.34948539245974647
291008,5,64,E,2273,0.30460754851278704
291011,5,67,G,2273,0.1462653864530629
291012,5,68,G#,2273,0.14959944402479228
291014,5,70,A#,2273,0.31807139001688206
291015,5,71,B,2273,0.3206156535344224
291016,6,72,C,2273,0.21534759031718412
291017,6,73,C#,2273,0.24167840186082595
291018,6,74,D,2273,0.13552914552099443
291130,4,58,A#,2274,0.18231916156105038
291131,4,59,B,2274,0.16438939568600008
291134,5,62,D,2274,0.1929951298405988
291135,5,63,D#,2274,0.4848978283544281
291136,5,64,E,2274,0.38210133093666815
291137,5,65,F,2274,0.10493287745939725
291139,5,67,G,2274,0.16177404362200193
291141,5,69,A,2274,0.22799023341331626
291142,5,70,A#,2274,0.3565297097506934
291143,5,71,B,2274,0.27939474254354046
291144,6,72,C,2274,0.2569351931953531
291145,6,73,C#,2274,0.21737023784436904
291147,6,75,D#,2274,0.12670852197284202
291148,6,76,E,2274,0.10297809532120054
291150,6,78,F#,2274,0.13251214519052926
291151,6,79,G,2274,0.11136992325922788
291155,6,83,B,2274,0.10977043986996914
291156,7,84,C,2274,0.16410285696935237
291157,7,85,C#,2274,0.1445290882982566
291158,7,86,D,2274,0.11433495073370493
291254,4,54,F#,2275,0.1529558591314244
291255,4,55,G,2275,0.19987678184557378
291256,4,56,G#,2275,0.16013613520758188
291257,4,57,A,2275,0.11933943009627879
291258,4,58,A#,2275,0.22946472224845976
291259,4,59,B,2275,0.196518160827232
291261,5,61,C#,2275,0.1448132673933107
291262,5,62,D,2275,0.4166078828282232
291263,5,63,D#,2275,0.4251667665213716
291264,5,64,E,2275,0.21793045312329112
291265,5,65,F,2275,0.15087319691946702
291268,5,68,G#,2275,0.18482940556894678
291269,5,69,A,2275,0.11463149738752638
291270,5,70,A#,2275,0.19332769286624685
291271,5,71,B,2275,0.1978154118778082
291275,6,75,D#,2275,0.12899943697623908
291276,6,76,E,2275,0.10351307508714672
291277,6,77,F,2275,0.11043289229567556
291290,7,90,F#,2275,0.1078272846990108
291381,4,53,F,2276,0.10776261486369555
291382,4,54,F#,2276,0.2918222065274197
291383,4,55,G,2276,0.3743055767617997
291384,4,56,G#,2276,0.2632946881889869
291385,4,57,A,2276,0.15449352045206957
291386,4,58,A#,2276,0.2020804706802685
291387,4,59,B,2276,0.18097530194521882
291389,5,61,C#,2276,0.14452293271373268
291390,5,62,D,2276,0.3098032679713357
291391,5,63,D#,2276,0.2840235917879558
291392,5,64,E,2276,0.15374813982742622
291393,5,65,F,2276,0.1266233772269224
291396,5,68,G#,2276,0.1317711018597879
291398,5,70,A#,2276,0.14196726336125587
291399,5,71,B,2276,0.15865455789813712
291401,6,73,C#,2276,0.12466317521988118
291402,6,74,D,2276,0.15113569966488505
291403,6,75,D#,2276,0.10571933067583703
291405,6,77,F,2276,0.17210021412134355
291407,6,79,G,2276,0.3049475776243295
291408,6,80,G#,2276,0.20810484260879913
291412,7,84,C,2276,0.1174817813217423
291413,7,85,C#,2276,0.13780900939265214
291414,7,86,D,2276,0.12718587700903217
291435,8,107,B,2276,0.1021352811362817
291509,4,53,F,2277,0.12634811621049036
291510,4,54,F#,2277,0.39874722780890126
291511,4,55,G,2277,0.4223277878450079
291512,4,56,G#,2277,0.16569280587486285
291515,4,59,B,2277,0.12990962389774574
291519,5,63,D#,2277,0.12422614406820975
291527,5,71,B,2277,0.10156662283936686
291528,6,72,C,2277,0.12314941899466518
291529,6,73,C#,2277,0.18161354722416082
291530,6,74,D,2277,0.13300521285562103
291531,6,75,D#,2277,0.16089168902524045
291532,6,76,E,2277,0.16371413001489057
291534,6,78,F#,2277,0.14039040307297118
291535,6,79,G,2277,0.15644530407208465
291538,6,82,A#,2277,0.10571103775829692
291539,6,83,B,2277,0.16300171932560353
291540,7,84,C,2277,0.11694421408921003
291556,8,100,E,2277,0.1057031001227207
291638,4,54,F#,2278,0.4219897680010279
291639,4,55,G,2278,0.35856060739651724
291657,6,73,C#,2278,0.13863934031264494
291660,6,76,E,2278,0.15764492445071285
291661,6,77,F,2278,0.15424432335213825
291662,6,78,F#,2278,0.10148552531473613
291666,6,82,A#,2278,0.1270574637364814
291667,6,83,B,2278,0.11046007293030895
291674,7,90,F#,2278,0.11145362416447993
291675,7,91,G,2278,0.14198346749726354
291682,8,98,D,2278,0.10461338219059048
291766,4,54,F#,2279,0.4144990758986177
291767,4,55,G,2279,0.33593551279185396
291785,6,73,C#,2279,0.1123225522150791
291794,6,82,A#,2279,0.17881406056938834
291795,6,83,B,2279,0.17304900156761002
291796,7,84,C,2279,0.14318278844864615
291797,7,85,C#,2279,0.1662711066178382
291798,7,86,D,2279,0.14905946533762285
291893,4,53,F,2280,0.10557948430209588
291894,4,54,F#,2280,0.4438646448516484
291895,4,55,G,2280,0.3707782648529896
291912,6,72,C,2280,0.10276204665155174
291913,6,73,C#,2280,0.11324933957168593
291925,7,85,C#,2280,0.10624152186466095
291926,7,86,D,2280,0.1094508962355789
291927,7,87,D#,2280,0.1039722721343563
291928,7,88,E,2280,0.15617475841566678
291929,7,89,F,2280,0.1457729816111462
291930,7,90,F#,2280,0.11449234214481394
291938,8,98,D,2280,0.1345424577900627
291939,8,99,D#,2280,0.11894795281240703
292021,4,53,F,2281,0.13343043943097393
292022,4,54,F#,2281,0.47256531357460285
292023,4,55,G,2281,0.45787490828822147
292024,4,56,G#,2281,0.16012923536128695
292031,5,63,D#,2281,0.10803500572720821
292034,5,66,F#,2281,0.1894876519325806
292035,5,67,G,2281,0.1740381374617633
292041,6,73,C#,2281,0.2628776668976857
292042,6,74,D,2281,0.2018646925742027
292056,7,88,E,2281,0.12896487731579154
292057,7,89,F,2281,0.12166230899713731
292149,4,53,F,2282,0.17286458125503093
292150,4,54,F#,2282,0.4199157823004354
292151,4,55,G,2282,0.4200003135381472
292152,4,56,G#,2282,0.23484402841419916
292153,4,57,A,2282,0.11539653961996325
292154,4,58,A#,2282,0.11307832172545025
292159,5,63,D#,2282,0.11294259879062306
292160,5,64,E,2282,0.13324569131564207
292161,5,65,F,2282,0.29465177132799303
292162,5,66,F#,2282,0.3408219342522011
292163,5,67,G,2282,0.2121581367001632
292164,5,68,G#,2282,0.18517144119802825
292165,5,69,A,2282,0.14101215038171275
292167,5,71,B,2282,0.11395425461756054
292168,6,72,C,2282,0.2507560029696244
292169,6,73,C#,2282,0.566627949305132
292170,6,74,D,2282,0.40792551605916116
292174,6,78,F#,2282,0.1176289973812872
292181,7,85,C#,2282,0.1254757052224798
292184,7,88,E,2282,0.14398281563202994
292185,7,89,F,2282,0.18247442285050652
292186,7,90,F#,2282,0.10834172418861401
292187,7,91,G,2282,0.1356124978263439
292277,4,53,F,2283,0.14783911951143044
292278,4,54,F#,2283,0.27389037386067455
292279,4,55,G,2283,0.22375551247818934
292280,4,56,G#,2283,0.14341265800487948
292282,4,58,A#,2283,0.10323003807202862
292283,4,59,B,2283,0.1275170863791359
292284,5,60,C,2283,0.11035273371047373
292285,5,61,C#,2283,0.11369336559571154
292286,5,62,D,2283,0.10783489117156157
292287,5,63,D#,2283,0.1430740375813486
292288,5,64,E,2283,0.21911815700446272
292289,5,65,F,2283,0.3698255127891387
292290,5,66,F#,2283,0.24035483965625337
292291,5,67,G,2283,0.132624754155428
292292,5,68,G#,2283,0.21118492204121506
292293,5,69,A,2283,0.2604679128111728
292294,5,70,A#,2283,0.17400946373448287
292296,6,72,C,2283,0.14629371219763723
292297,6,73,C#,2283,0.3183848524572908
292298,6,74,D,2283,0.2887204053923039
292299,6,75,D#,2283,0.128765128177771
292300,6,76,E,2283,0.15323395768876819
292302,6,78,F#,2283,0.28628619875065836
292303,6,79,G,2283,0.3196626917987476
292304,6,80,G#,2283,0.2072080238382738
292305,6,81,A,2283,0.2144729497560772
292306,6,82,A#,2283,0.11479514426454457
292307,6,83,B,2283,0.12084672691638049
292308,7,84,C,2283,0.1453063705006814
292309,7,85,C#,2283,0.2218598042689488
292310,7,86,D,2283,0.18703973344619526
292311,7,87,D#,2283,0.13358053684751156
292314,7,90,F#,2283,0.10264061452311572
292315,7,91,G,2283,0.134578762927074
292316,7,92,G#,2283,0.12545762707140407
292328,8,104,G#,2283,0.10880880406667401
292406,4,54,F#,2284,0.11998034881009416
292407,4,55,G,2284,0.10795926228134765
292410,4,58,A#,2284,0.12076974511147655
292415,5,63,D#,2284,0.10645648655434967
292417,5,65,F,2284,0.16726419913887572
292418,5,66,F#,2284,0.2435098808258405
292420,5,68,G#,2284,0.16645887225363848
292423,5,71,B,2284,0.15546251644501205
292424,6,72,C,2284,0.15041599435776434
292429,6,77,F,2284,0.15143379966144657
292430,6,78,F#,2284,0.4071145243551007
292431,6,79,G,2284,0.2869731889134478
292432,6,80,G#,2284,0.10110655588497905
292435,6,83,B,2284,0.10134733952291661
292437,7,85,C#,2284,0.14541747842810826
292438,7,86,D,2284,0.19530403563746143
292442,7,90,F#,2284,0.12005886181302361
292443,7,91,G,2284,0.10907803613258296
292450,8,98,D,2284,0.1074420165090136
292535,4,55,G,2285,0.12586645153328005
292538,4,58,A#,2285,0.10590004728074731
292546,5,66,F#,2285,0.15159840022833454
292547,5,67,G,2285,0.16847439489500998
292558,6,78,F#,2285,0.16501937550910106
292563,6,83,B,2285,0.15549730262153302
292564,7,84,C,2285,0.1100069570480296
292565,7,85,C#,2285,0.23649214118809192
292566,7,86,D,2285,0.19534220627936025
292569,7,89,F,2285,0.10129774843585286
292570,7,90,F#,2285,0.15177032865777806
292571,7,91,G,2285,0.14419321744115754
292572,7,92,G#,2285,0.12064494005781538
292578,8,98,D,2285,0.1274632029252335
292579,8,99,D#,2285,0.10974422094175035
292662,4,54,F#,2286,0.11057336686632858
292663,4,55,G,2286,0.12355146376210231
292666,4,58,A#,2286,0.1061812736486698
292674,5,66,F#,2286,0.15026690119393007
292675,5,67,G,2286,0.185655111762196
292686,6,78,F#,2286,0.19358423226804614
292687,6,79,G,2286,0.1649836556266562
292689,6,81,A,2286,0.10267507747690152
292692,7,84,C,2286,0.12896944891874385
292693,7,85,C#,2286,0.19470791891349046
292694,7,86,D,2286,0.1580410575900443
292695,7,87,D#,2286,0.10685094309255266
292697,7,89,F,2286,0.11858066405295328
292698,7,90,F#,2286,0.16997848212100305
292790,4,54,F#,2287,0.1142357715771172
292791,4,55,G,2287,0.109237997468298
292794,4,58,A#,2287,0.1280703179570768
292802,5,66,F#,2287,0.13014897633419745
292803,5,67,G,2287,0.10455693201498267
292819,6,83,B,2287,0.10114034541251343
292824,7,88,E,2287,0.13883004395393161
292825,7,89,F,2287,0.13747336169110405
292826,7,90,F#,2287,0.1257365849227051
292922,4,58,A#,2288,0.16331051420294995
292923,4,59,B,2288,0.11697039053739702
292930,5,66,F#,2288,0.1258317568413042
292936,6,72,C,2288,0.10345481767619734
292937,6,73,C#,2288,0.12859679286745582
292938,6,74,D,2288,0.10380420256989063
292942,6,78,F#,2288,0.1456873779795805
292943,6,79,G,2288,0.15688390258569823
292948,7,84,C,2288,0.11005276232839943
292953,7,89,F,2288,0.15279516956399794
292954,7,90,F#,2288,0.11318875409683596
293050,4,58,A#,2289,0.20042942011628626
293051,4,59,B,2289,0.10655883335945403
293057,5,65,F,2289,0.16552558490994335
293058,5,66,F#,2289,0.3154275598204475
293059,5,67,G,2289,0.32737529862805237
293060,5,68,G#,2289,0.15250679199737927
293063,5,71,B,2289,0.10047491266258421
293064,6,72,C,2289,0.15647446405200666
293065,6,73,C#,2289,0.15867024932362395
293071,6,79,G,2289,0.1106354442043853
293081,7,89,F,2289,0.11600940077355944
293082,7,90,F#,2289,0.14108875572039842
293171,4,51,D#,2290,0.10062464103767348
293175,4,55,G,2290,0.1275859014647139
293176,4,56,G#,2290,0.1474508238267977
293177,4,57,A,2290,0.17222134635243522
293178,4,58,A#,2290,0.4326965177641477
293179,4,59,B,2290,0.4605993087678436
293180,5,60,C,2290,0.3274495543800634
293181,5,61,C#,2290,0.2833361437204922
293182,5,62,D,2290,0.1664812828482481
293185,5,65,F,2290,0.3108169538040268
293186,5,66,F#,2290,0.4270958617552582
293187,5,67,G,2290,0.24585947894180804
293188,5,68,G#,2290,0.12889159935578426
293189,5,69,A,2290,0.25105536293691116
293190,5,70,A#,2290,0.12980691475491424
293191,5,71,B,2290,0.12983297894331755
293192,6,72,C,2290,0.17047250437283074
293193,6,73,C#,2290,0.1603491355306348
293194,6,74,D,2290,0.11391661378014839
293197,6,77,F,2290,0.1622198773530805
293201,6,81,A,2290,0.12555654753353496
293202,6,82,A#,2290,0.146384816341021
293209,7,89,F,2290,0.11276280551616481
293299,4,51,D#,2291,0.1134988946176489
293304,4,56,G#,2291,0.12575141731282413
293305,4,57,A,2291,0.408652442001884
293306,4,58,A#,2291,0.9682723967898605
293307,4,59,B,2291,1.1235756440713704
293308,5,60,C,2291,0.6639011578783766
293309,5,61,C#,2291,0.23209354886652458
293310,5,62,D,2291,0.12391639264443352
293311,5,63,D#,2291,0.13089704849241351
293312,5,64,E,2291,0.1696117044733683
293313,5,65,F,2291,0.17027632563176906
293314,5,66,F#,2291,0.15379576216217603
293316,5,68,G#,2291,0.16741325681946265
293317,5,69,A,2291,0.28591020863648614
293318,5,70,A#,2291,0.37328359125568716
293319,5,71,B,2291,0.21912103410488037
293324,6,76,E,2291,0.1075188976305904
293325,6,77,F,2291,0.2509516626556909
293326,6,78,F#,2291,0.22129890267196242
293327,6,79,G,2291,0.14230760784798172
293334,7,86,D,2291,0.16167733649005472
293336,7,88,E,2291,0.14877641019967663
293337,7,89,F,2291,0.28835209935201006
293338,7,90,F#,2291,0.2197561431105156
293339,7,91,G,2291,0.10929668831551344
293340,7,92,G#,2291,0.1436324402384351
293341,7,93,A,2291,0.12317094579949663
293347,8,99,D#,2291,0.125164743463167
293427,4,51,D#,2292,0.10711931731388734
293433,4,57,A,2292,0.2946515842284341
293434,4,58,A#,2292,1.228719216650917
293435,4,59,B,2292,1.2923720939014411
293436,5,60,C,2292,0.40848377510054296
293439,5,63,D#,2292,0.11596528881681666
293440,5,64,E,2292,0.10033166405155017
293443,5,67,G,2292,0.19213058765281402
293444,5,68,G#,2292,0.152664269950611
293446,5,70,A#,2292,0.242883061860313
293447,5,71,B,2292,0.23408052169293858
293448,6,72,C,2292,0.1608030342353831
293449,6,73,C#,2292,0.11850781736323493
293451,6,75,D#,2292,0.12566528829512724
293452,6,76,E,2292,0.13901184664322852
293453,6,77,F,2292,0.17816886507007476
293454,6,78,F#,2292,0.1619267273235449
293461,7,85,C#,2292,0.1236057985617181
293462,7,86,D,2292,0.173705168518583
293465,7,89,F,2292,0.12149731188892492
293467,7,91,G,2292,0.10451842327560362
293561,4,57,A,2293,0.27607033660191266
293562,4,58,A#,2293,1.1051656184512644
293563,4,59,B,2293,1.069350937741834
293564,5,60,C,2293,0.3006277437191137
293567,5,63,D#,2293,0.13040892160154974
293568,5,64,E,2293,0.1260977705447603
293571,5,67,G,2293,0.13151015135435654
293575,5,71,B,2293,0.13336699674506475
293580,6,76,E,2293,0.1136792615294165
293581,6,77,F,2293,0.2185121355661028
293582,6,78,F#,2293,0.21273099610558577
293583,6,79,G,2293,0.1601182233030645
293584,6,80,G#,2293,0.1808301331782646
293585,6,81,A,2293,0.1424077955105079
293587,6,83,B,2293,0.11246525764623289
293588,7,84,C,2293,0.1173016870752595
293590,7,86,D,2293,0.1556305981732055
293591,7,87,D#,2293,0.14126593861994585
293596,7,92,G#,2293,0.19076583134751426
293597,7,93,A,2293,0.13366345236861196
293689,4,57,A,2294,0.19788083214118865
293690,4,58,A#,2294,0.8702443195694266
293691,4,59,B,2294,0.7697144306111207
293692,5,60,C,2294,0.20140042250935633
293695,5,63,D#,2294,0.12508678767135978
293709,6,77,F,2294,0.17162462897405426
293710,6,78,F#,2294,0.10242014609982601
293711,6,79,G,2294,0.14374917591068995
293712,6,80,G#,2294,0.11602554001009964
293714,6,82,A#,2294,0.110247234823193
293718,7,86,D,2294,0.14843692377070256
293721,7,89,F,2294,0.10294464795647523
293723,7,91,G,2294,0.11811680260297447
293724,7,92,G#,2294,0.17502772417375173
293730,8,98,D,2294,0.23060070462143378
293731,8,99,D#,2294,0.2632541429283485
293732,8,100,E,2294,0.1465733444958297
293817,4,57,A,2295,0.18230351192207375
293818,4,58,A#,2295,0.7609655788500566
293819,4,59,B,2295,0.5525894091955219
293823,5,63,D#,2295,0.12011822292998514
293824,5,64,E,2295,0.1215508049187807
293828,5,68,G#,2295,0.11410629725718535
293829,5,69,A,2295,0.10522127832301896
293832,6,72,C,2295,0.10471174252164257
293833,6,73,C#,2295,0.10267574667145687
293837,6,77,F,2295,0.18817967800201646
293838,6,78,F#,2295,0.1516621425956487
293839,6,79,G,2295,0.10313233221796196
293845,7,85,C#,2295,0.16034673841161182
293846,7,86,D,2295,0.22484867269446646
293847,7,87,D#,2295,0.16052811671933986
293939,4,51,D#,2296,0.10215675448097633
293945,4,57,A,2296,0.2994001945716003
293946,4,58,A#,2296,0.8144721144188116
293947,4,59,B,2296,0.6265076743476962
293948,5,60,C,2296,0.13506162485529752
293949,5,61,C#,2296,0.10926609505232131
293951,5,63,D#,2296,0.15244350372603738
293952,5,64,E,2296,0.13332964380052503
293954,5,66,F#,2296,0.10284453666357767
293955,5,67,G,2296,0.14059397428062234
293956,5,68,G#,2296,0.12668201829419348
293957,5,69,A,2296,0.11456051616380626
293961,6,73,C#,2296,0.11651126759746808
293965,6,77,F,2296,0.27880337413233264
293966,6,78,F#,2296,0.23518946753345982
293974,7,86,D,2296,0.1155973888084522
293980,7,92,G#,2296,0.13413544154844226
294067,4,51,D#,2297,0.12711075254177018
294071,4,55,G,2297,0.10191870791036735
294072,4,56,G#,2297,0.14461021444985755
294073,4,57,A,2297,0.4048275858902815
294074,4,58,A#,2297,0.6685472749213979
294075,4,59,B,2297,0.6076610364652081
294076,5,60,C,2297,0.31230020720145163
294079,5,63,D#,2297,0.13158295577008422
294081,5,65,F,2297,0.14439368298989144
294082,5,66,F#,2297,0.10985207053304717
294085,5,69,A,2297,0.11333033089721166
294087,5,71,B,2297,0.13557398067560156
294088,6,72,C,2297,0.21220571663086027
294089,6,73,C#,2297,0.25364450953594664
294090,6,74,D,2297,0.16841281471662228
294092,6,76,E,2297,0.22775575338265508
294093,6,77,F,2297,0.4658995015616821
294094,6,78,F#,2297,0.2947108541487299
294097,6,81,A,2297,0.12953431106541247
294098,6,82,A#,2297,0.12930389187696067
294099,6,83,B,2297,0.15224019619163914
294100,7,84,C,2297,0.19692173409806615
294101,7,85,C#,2297,0.22545067337377486
294102,7,86,D,2297,0.21380274023489018
294103,7,87,D#,2297,0.13749211210527398
294105,7,89,F,2297,0.10539500438178973
294195,4,51,D#,2298,0.1255496096976889
294196,4,52,E,2298,0.10408647036278096
294200,4,56,G#,2298,0.15159406150010965
294201,4,57,A,2298,0.23509976179764275
294202,4,58,A#,2298,0.2734164077904338
294203,4,59,B,2298,0.2121831072043178
294204,5,60,C,2298,0.1976847640982169
294205,5,61,C#,2298,0.11148403555316083
294206,5,62,D,2298,0.14063749485760313
294207,5,63,D#,2298,0.3077660211172066
294208,5,64,E,2298,0.46362835153338716
294209,5,65,F,2298,0.43377899935978853
294210,5,66,F#,2298,0.21468059047936025
294212,5,68,G#,2298,0.1124199417857507
